det1_,big0,_,ep,.wav,det1_big0_ep.wav,jeb,_,rooz,aaf,jeb_roozaaf
det1_,big0,_,es,.wav,det1_big0_es.wav,jeb,_,rooz,esh,jeb_roozesh
det1_,big0,p,,.wav,det1_big0p.wav,jeb,_,rooz,ool,jeb_roozool
det1_,big0,s,,.wav,det1_big0s.wav,jeb,_,rooz,ok,jeb_roozok
det1_,big1,_,ep,.wav,det1_big1_ep.wav,jeb,_,mon,aaf,jeb_monaaf
det1_,big1,_,es,.wav,det1_big1_es.wav,jeb,_,mon,esh,jeb_monesh
det1_,big1,p,,.wav,det1_big1p.wav,jeb,_,mon,ool,jeb_monool
det1_,big1,s,,.wav,det1_big1s.wav,jeb,_,mon,ok,jeb_monok
det1_,big2,_,ep,.wav,det1_big2_ep.wav,jeb,_,pex,aaf,jeb_pexaaf
det1_,big2 ,_,es,.wav,det1_big2 _es.wav,jeb,_,pex,esh,jeb_pexesh
det1_,big2,p,,.wav,det1_big2p.wav,jeb,_,pex,ool,jeb_pexool
det1_,big2,s,,.wav,det1_big2s.wav,jeb,_,pex,ok,jeb_pexok
det1_,big3,_,ep,.wav,det1_big3_ep.wav,jeb,_,frus,aaf,jeb_frusaaf
det1_,big3,_,es,.wav,det1_big3_es.wav,jeb,_,frus,esh,jeb_frusesh
det1_,big3,p,,.wav,det1_big3p.wav,jeb,_,frus,ool,jeb_frusool
det1_,big3,s,,.wav,det1_big3s.wav,jeb,_,frus,ok,jeb_frusok
det1_,big4,_,ep,.wav,det1_big4_ep.wav,jeb,_,glarm,aaf,jeb_glarmaaf
det1_,big4,_,es,.wav,det1_big4_es.wav,jeb,_,glarm,esh,jeb_glarmesh
det1_,big4,p,,.wav,det1_big4p.wav,jeb,_,glarm,ool,jeb_glarmool
det1_,big4,s,,.wav,det1_big4s.wav,jeb,_,glarm,ok,jeb_glarmok
det1_,big5,_,ep,.wav,det1_big5_ep.wav,jeb,_,stam,aaf,jeb_stamaaf
det1_,big5,_,es,.wav,det1_big5_es.wav,jeb,_,stam,esh,jeb_stamesh
det1_,big5,p,,.wav,det1_big5p.wav,jeb,_,stam,ool,jeb_stamool
det1_,big5,s,,.wav,det1_big5s.wav,jeb,_,stam,ok,jeb_stamok
det1_,big6,_,ep,.wav,det1_big6_ep.wav,jeb,_,pav,aaf,jeb_pavaaf
det1_,big6,_,es,.wav,det1_big6_es.wav,jeb,_,pav,esh,jeb_pavesh
det1_,big6,p,,.wav,det1_big6p.wav,jeb,_,pav,ool,jeb_pavool
det1_,big6,s,,.wav,det1_big6s.wav,jeb,_,pav,ok,jeb_pavok
det1_,big7,_,ep,.wav,det1_big7_ep.wav,jeb,_,teep,aaf,jeb_teepaaf
det1_,big7,_,es,.wav,det1_big7_es.wav,jeb,_,teep,esh,jeb_teepesh
det1_,big7,p,,.wav,det1_big7p.wav,jeb,_,teep,ool,jeb_teepool
det1_,big7,s,,.wav,det1_big7s.wav,jeb,_,teep,ok,jeb_teepok
det1_,big8,_,ep,.wav,det1_big8_ep.wav,jeb,_,zout,aaf,jeb_zoutaaf
det1_,big8,_,es,.wav,det1_big8_es.wav,jeb,_,zout,esh,jeb_zoutesh
det1_,big8,p,,.wav,det1_big8p.wav,jeb,_,zout,ool,jeb_zoutool
det1_,big8,s,,.wav,det1_big8s.wav,jeb,_,zout,ok,jeb_zoutok
det1_,big9,_,ep,.wav,det1_big9_ep.wav,jeb,_,foud,aaf,jeb_foudaaf
det1_,big9,_,es,.wav,det1_big9_es.wav,jeb,_,foud,esh,jeb_foudesh
det1_,big9,p,,.wav,det1_big9p.wav,jeb,_,foud,ool,jeb_foudool
det1_,big9,s,,.wav,det1_big9s.wav,jeb,_,foud,ok,jeb_foudok
det1_,big10,_,ep,.wav,det1_big10_ep.wav,jeb,_,chag,aaf,jeb_chagaaf
det1_,big10,_,es,.wav,det1_big10_es.wav,jeb,_,chag,esh,jeb_chagesh
det1_,big10,p,,.wav,det1_big10p.wav,jeb,_,chag,ool,jeb_chagool
det1_,big10,s,,.wav,det1_big10s.wav,jeb,_,chag,ok,jeb_chagok
det1_,big11,_,ep,.wav,det1_big11_ep.wav,jeb,_,theb,aaf,jeb_thebaaf
det1_,big11,_,es,.wav,det1_big11_es.wav,jeb,_,theb,esh,jeb_thebesh
det1_,big11,p,,.wav,det1_big11p.wav,jeb,_,theb,ool,jeb_thebool
det1_,big11,s,,.wav,det1_big11s.wav,jeb,_,theb,ok,jeb_thebok
det1_,big12,_,ep,.wav,det1_big12_ep.wav,jeb,_,pum,aaf,jeb_pumaaf
det1_,big12,_,es,.wav,det1_big12_es.wav,jeb,_,pum,esh,jeb_pumesh
det1_,big12,p,,.wav,det1_big12p.wav,jeb,_,pum,ool,jeb_pumool
det1_,big12,s,,.wav,det1_big12s.wav,jeb,_,pum,ok,jeb_pumok
det1_,big13,_,ep,.wav,det1_big13_ep.wav,jeb,_,sarb,aaf,jeb_sarbaaf
det1_,big13,_,es,.wav,det1_big13_es.wav,jeb,_,sarb,esh,jeb_sarbesh
det1_,big13,p,,.wav,det1_big13p.wav,jeb,_,sarb,ool,jeb_sarbool
det1_,big13,s,,.wav,det1_big13s.wav,jeb,_,sarb,ok,jeb_sarbok
